d_losses,g_losses
1.4296174049377441,0.7047340869903564
1.407865285873413,0.6978893280029297
1.4034638404846191,0.6964966654777527
1.4006801843643188,0.6957117319107056
1.39137601852417,0.6951788663864136
1.3832924365997314,0.6951885223388672
1.3760281801223755,0.6947761178016663
1.3702974319458008,0.6946526169776917
1.3644258975982666,0.6932007074356079
1.3623318672180176,0.6928898096084595
1.350752592086792,0.6907662749290466
1.3603882789611816,0.6857001185417175
1.3546407222747803,0.6861447691917419
1.3548364639282227,0.6944460868835449
1.33748197555542,0.7087908983230591
1.3303276300430298,0.723120927810669
1.314746379852295,0.7236456274986267
1.3178197145462036,0.7136138081550598
1.3224952220916748,0.7007205486297607
1.347081184387207,0.6871278285980225
1.3660154342651367,0.6598358750343323
1.3772286176681519,0.6384884119033813
1.4002761840820312,0.6231241226196289
1.391885757446289,0.6077880859375
1.402414083480835,0.6064776182174683
1.399459958076477,0.6093183755874634
1.4062860012054443,0.6125352382659912
1.3956263065338135,0.6212300062179565
1.3867928981781006,0.6300417184829712
1.3754420280456543,0.6445456147193909
1.3589684963226318,0.6551744937896729
1.3577687740325928,0.6696751713752747
1.3305611610412598,0.6824859976768494
1.3296730518341064,0.6944450736045837
1.307884931564331,0.7015591859817505
1.2823572158813477,0.7192342281341553
1.2751071453094482,0.7239106893539429
1.254737138748169,0.736361026763916
1.2671489715576172,0.7330386638641357
1.253638505935669,0.7317240834236145
1.248387336730957,0.7253954410552979
1.262069582939148,0.6994081735610962
1.261765956878662,0.680354118347168
1.2552342414855957,0.6554470062255859
1.2944912910461426,0.6257728338241577
1.3085744380950928,0.586976170539856
1.331472396850586,0.5553146600723267
1.386705756187439,0.5412356853485107
1.41962730884552,0.5287400484085083
1.4467263221740723,0.5122784972190857
1.4429795742034912,0.5168020725250244
1.4446384906768799,0.517676830291748
1.4479403495788574,0.5498176217079163
1.4532337188720703,0.562921404838562
1.4042465686798096,0.5852137804031372
1.380940556526184,0.597958505153656
1.3762627840042114,0.6226803064346313
1.3526196479797363,0.6455496549606323
1.3301410675048828,0.6705775856971741
1.3059026002883911,0.6908769607543945
1.2845873832702637,0.7101836204528809
1.278012990951538,0.7197163105010986
1.2436342239379883,0.7301548719406128
1.2443315982818604,0.7368764877319336
1.2304694652557373,0.7359821200370789
1.2436457872390747,0.7207334041595459
1.2508035898208618,0.6850668787956238
1.3060331344604492,0.6603741645812988
1.3305580615997314,0.6092454195022583
1.3688199520111084,0.5943704843521118
1.3923922777175903,0.5822665095329285
1.426842212677002,0.58451908826828
1.4345022439956665,0.5729058384895325
1.4117779731750488,0.5909714102745056
1.4132318496704102,0.5995038151741028
1.41192626953125,0.619570255279541
1.3745278120040894,0.6436190009117126
1.356513500213623,0.6689047813415527
1.3513990640640259,0.6797171831130981
1.3637347221374512,0.6854654550552368
1.357298493385315,0.6842185258865356
1.3645774126052856,0.6833841800689697
1.3950923681259155,0.6582449078559875
1.37034273147583,0.6716514825820923
1.372309684753418,0.6644811630249023
1.3891057968139648,0.6618073582649231
1.396475076675415,0.6501951813697815
1.3893635272979736,0.6750569939613342
1.3870558738708496,0.6835954785346985
1.386225700378418,0.6946114897727966
1.378157377243042,0.7021549344062805
1.3816843032836914,0.7071962952613831
1.39075767993927,0.6976637840270996
1.3904720544815063,0.6945382356643677
1.384016513824463,0.6932519674301147
1.387298583984375,0.699345588684082
1.3835909366607666,0.7050250172615051
1.375356674194336,0.7321438789367676
1.3658149242401123,0.7191339731216431
1.3810627460479736,0.724671483039856
1.3877564668655396,0.7288498878479004
1.3697319030761719,0.7225316166877747
1.3934919834136963,0.7162464261054993
1.3819406032562256,0.7184745073318481
1.3679039478302002,0.7270114421844482
1.3874975442886353,0.7348932027816772
1.3792040348052979,0.7573997974395752
1.377403736114502,0.7517078518867493
1.3786348104476929,0.7702620029449463
1.3862073421478271,0.7666655778884888
1.383115530014038,0.7503247857093811
1.378011703491211,0.733620285987854
1.3837621212005615,0.7449328303337097
1.3855276107788086,0.7202503681182861
1.3750934600830078,0.7441654205322266
1.3917263746261597,0.7516942024230957
1.3838660717010498,0.7318367958068848
1.3826830387115479,0.7302675843238831
1.3839137554168701,0.7306132316589355
1.3768271207809448,0.7137141227722168
1.389970302581787,0.7196577787399292
1.3828773498535156,0.7218979597091675
1.3845531940460205,0.7262470722198486
1.3757827281951904,0.741647481918335
1.373480200767517,0.7205644845962524
1.3834879398345947,0.7303953170776367
1.381144642829895,0.7200134992599487
1.3822202682495117,0.70087730884552
1.3774323463439941,0.7255017161369324
